instruction,intent,category,tags,response
can you help me change my fucking catering order ?,change_catering,CATERING,BIWZ,"To update your catering order, please adhere to the following steps:

1. Access {{WEBSITE_URL}} and sign into your account.
2. Navigate to the {{CATERING_SECTION}} area and choose {{YOUR_ORDERS}}.
3. Locate the catering order you intend to modify and click on {{CHANGE_ORDER}}.
4. Make the necessary adjustments to your order details and finalize the modifications.
5. Verify the updated order to confirm that all changes are accurate.

Should you experience any difficulties, do not hesitate to reach out to our support team for additional help."
where can I modify my catering order?,change_catering,CATERING,BIL,"To modify your catering order, please adhere to the following steps:

1. Visit {{WEBSITE_URL}} and log into your account.
2. Access the {{CATERING_SECTION}} area and click on {{YOUR_ORDERS}}.
3. Locate the specific catering order you intend to alter and choose {{CHANGE_ORDER}}.
4. Update the necessary order details and confirm your modifications.
5. Verify the revised order to ensure all adjustments are accurate.

Should you experience any difficulties, we recommend reaching out to our support team for additional guidance."
need to modify my fucking catering order where do i do it,change_catering,CATERING,BCILQW,"To modify your catering order, please adhere to the following steps:

1. Access {{WEBSITE_URL}} and sign into your account.
2. Locate the {{CATERING_SECTION}} section and click on {{YOUR_ORDERS}}.
3. Identify the catering order you wish to adjust and select {{CHANGE_ORDER}}.
4. Make the necessary changes to your order details and validate the updates.
5. Examine the revised order to confirm all modifications are accurate.

If you require any assistance during this process, do not hesitate to reach out to our support team."
"I need to modify my catering order, help me",change_catering,CATERING,BCL,"To modify your catering order, please adhere to the following guidelines:

1. Visit {{WEBSITE_URL}} and sign in to your account.
2. Access the {{CATERING_SECTION}} and click on {{YOUR_ORDERS}}.
3. Locate the catering order you intend to change and select {{CHANGE_ORDER}}.
4. Make the necessary adjustments to your order details and submit the changes for confirmation.
5. Verify the modified order to confirm all updates are accurate.

Should you face any difficulties, please do not hesitate to reach out to our support team for assistance."
"I want to modify my fucking catering order, were do I do it?",change_catering,CATERING,BCILWZ,"To modify your catering order, please adhere to the following procedure:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Select the {{CATERING_SECTION}} tab and navigate to {{YOUR_ORDERS}}.
3. Locate the specific catering order you wish to alter and click on {{CHANGE_ORDER}}.
4. Make any necessary adjustments to your order details and confirm the alterations.
5. Verify the revised order to ensure all modifications are accurate.

If you experience any problems, do not hesitate to reach out to our support team for further assistance."
"I want to change my fucking catering order, oculd you help me?",change_catering,CATERING,BCIPWZ,"To modify your catering order, please adhere to the following procedure:

1. Visit {{WEBSITE_URL}} and sign in to your account.
2. Access the {{CATERING_SECTION}} section and choose {{YOUR_ORDERS}}.
3. Locate the specific catering order you wish to alter and click on {{CHANGE_ORDER}}.
4. Make the necessary updates to your order and finalize the changes.
5. Verify the revised order to ensure that all modifications are accurate.

If you require additional assistance, do not hesitate to reach out to our support team."
how dco I change my fucking catering order?,change_catering,CATERING,BIWZ,"To update your catering order, please adhere to the following steps:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Access the {{CATERING_SECTION}} and click on {{YOUR_ORDERS}}.
3. Locate the catering order you intend to change and select {{CHANGE_ORDER}}.
4. Make the necessary modifications to your order details and submit the changes.
5. Verify the revised order to confirm all adjustments are accurate.

If you experience any difficulties, do not hesitate to reach out to our support team for assistance."
"I have to change my fucking catering order, can you help em?",change_catering,CATERING,BCIWZ,"To modify your catering order, please adhere to the following steps:

1. Access {{WEBSITE_URL}} and sign into your account.
2. Locate the {{CATERING_SECTION}} section and click on {{YOUR_ORDERS}}.
3. Identify the catering order you wish to adjust and select {{CHANGE_ORDER}}.
4. Make the necessary changes to your order details and validate the updates.
5. Examine the revised order to confirm all modifications are accurate.

If you require any assistance during this process, do not hesitate to reach out to our support team."
"I need to modify my fucking catering order, can you help me?",change_catering,CATERING,BCILW,"To amend your catering order, please adhere to the following steps:

1. Access {{WEBSITE_URL}} and sign into your account.
2. Locate the {{CATERING_SECTION}} section and click on {{YOUR_ORDERS}}.
3. Identify the catering order you desire to adjust and select {{CHANGE_ORDER}}.
4. Make the necessary modifications to your order details and validate the updates.
5. Examine the revised order to confirm all changes are accurate.

If you require any assistance during this process, do not hesitate to reach out to our support team."
i have to chaneg my catering order can ya help me,change_catering,CATERING,BCIQZ,"To update your catering order, please adhere to the following steps:

1. Visit {{WEBSITE_URL}} and log into your account.
2. Navigate to the {{CATERING_SECTION}} and click on {{YOUR_ORDERS}}.
3. Locate the catering order that requires modification and select {{CHANGE_ORDER}}.
4. Make the necessary adjustments to your order information and confirm the modifications.
5. Ensure to review the revised order for accuracy before finalizing.

Should you experience any difficulties, do not hesitate to reach out to our support team for additional help."
can i  modify my fucking catering order,change_catering,CATERING,BILQWZ,"To update your catering order, please adhere to the following steps:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Access the {{CATERING_SECTION}} and click on {{YOUR_ORDERS}}.
3. Locate the catering order you intend to change and select {{CHANGE_ORDER}}.
4. Make the necessary modifications to your order details and submit the changes.
5. Verify the revised order to confirm all adjustments are accurate.

If you experience any difficulties, do not hesitate to reach out to our support team for assistance."
"I would like to modify my fucking catering order , can you help me?",change_catering,CATERING,BCILPWZ,"To modify your catering order, please adhere to the following procedure:

1. Visit {{WEBSITE_URL}} and sign into your account.
2. Select the {{CATERING_SECTION}} tab and navigate to {{YOUR_ORDERS}}.
3. Locate the catering order that you wish to alter and click on {{CHANGE_ORDER}}.
4. Make any necessary adjustments to your order details and confirm the alterations.
5. Verify the revised order to ensure all modifications are accurate.

If you experience any difficulties, do not hesitate to reach out to our support team for further assistance."
